bank,kredit_id,oy,mijoz_turi,tarmoq,summa,stavka_foiz,muddat_oy,tasnif
Ipoteka Bank,IPO001179,2025-10,jismoniy,qurilish,35639850,23.69,84,standart
Ipoteka Bank,IPO001180,2025-10,yuridik,savdo,1666396086,20.65,24,standart
Ipoteka Bank,IPO001181,2025-12,yuridik,sanoat,175651987,16.24,6,standart
Ipoteka Bank,IPO001182,2025-12,jismoniy,xizmat,57695966,21.19,84,standart
Ipoteka Bank,IPO001183,2026-01,jismoniy,qishloq_xoj,662132439,23.46,24,standart
Ipoteka Bank,IPO001184,2025-12,yuridik,qishloq_xoj,1027343,19.63,12,standart
Ipoteka Bank,IPO001185,2025-12,jismoniy,qishloq_xoj,61275167,31.34,60,standart
Ipoteka Bank,IPO001186,2025-12,yuridik,sanoat,35504304,28.56,6,umidsiz
Ipoteka Bank,IPO001187,2025-12,jismoniy,xizmat,63019877,28.25,6,shubhali
Ipoteka Bank,IPO001188,2026-01,jismoniy,savdo,781343225,14.91,60,standart
Ipoteka Bank,IPO001189,2025-11,yuridik,xizmat,7011751783,25.27,12,standart
Ipoteka Bank,IPO001190,2025-11,yuridik,savdo,1079969,29.09,60,standart
Ipoteka Bank,IPO001191,2025-11,jismoniy,sanoat,1301295,25.18,6,standart
Ipoteka Bank,IPO001192,2026-01,jismoniy,qurilish,909776318,26.5,6,standart
Ipoteka Bank,IPO001193,2025-12,yuridik,qurilish,1572270715,14.16,84,standart
Ipoteka Bank,IPO001194,2025-11,jismoniy,sanoat,2844603,27.31,36,standart
Ipoteka Bank,IPO001195,2026-02,jismoniy,xizmat,1709466700,14.3,84,standart
Ipoteka Bank,IPO001196,2025-10,yuridik,qishloq_xoj,327747154,29.0,18,standart
Ipoteka Bank,IPO001197,2026-01,yuridik,qurilish,1153562,18.26,60,standart
Ipoteka Bank,IPO001198,2026-01,yuridik,qurilish,1391079125,24.26,12,standart
Ipoteka Bank,IPO001199,2025-11,yuridik,qurilish,900906350,26.45,24,standart
Ipoteka Bank,IPO001200,2026-02,yuridik,xizmat,258188492,27.46,36,standart
Ipoteka Bank,IPO001201,2026-01,jismoniy,savdo,259926667,32.29,36,standart
Ipoteka Bank,IPO001202,2025-10,yuridik,qurilish,217566608,17.34,12,standart
Ipoteka Bank,IPO001203,2026-01,jismoniy,qurilish,7781527106,16.19,36,standart
Ipoteka Bank,IPO001204,2025-12,yuridik,savdo,1082467105,17.66,18,standart
Ipoteka Bank,IPO001205,2026-02,yuridik,qurilish,5472574636,21.93,24,standart
Ipoteka Bank,IPO001206,2026-01,yuridik,xizmat,100926223,18.47,84,standart
Ipoteka Bank,IPO001207,2026-02,jismoniy,sanoat,9229621187,33.58,60,standartdan_past
Ipoteka Bank,IPO001208,2025-11,jismoniy,qishloq_xoj,47016664,15.05,36,standart
Ipoteka Bank,IPO001209,2025-11,jismoniy,savdo,254010129,23.28,60,standart
Ipoteka Bank,IPO001210,2025-11,yuridik,qurilish,1666464,17.41,84,standart
Ipoteka Bank,IPO001211,2025-12,jismoniy,qishloq_xoj,8589915320,28.2,12,standart
Ipoteka Bank,IPO001212,2026-02,yuridik,xizmat,647446147,24.08,6,standart
Ipoteka Bank,IPO001213,2026-01,jismoniy,qishloq_xoj,6626262780,32.37,6,standart
Ipoteka Bank,IPO001214,2025-12,jismoniy,xizmat,7123752381,17.15,36,standart
Ipoteka Bank,IPO001215,2026-01,yuridik,savdo,119711941,33.12,6,standart
Ipoteka Bank,IPO001216,2025-11,jismoniy,qurilish,1106948833,29.14,36,standart
Ipoteka Bank,IPO001217,2026-03,jismoniy,savdo,267556587,29.66,60,standart
Ipoteka Bank,IPO001218,2026-02,jismoniy,savdo,7051437490,16.24,84,standart
Ipoteka Bank,IPO001219,2026-01,jismoniy,qurilish,3257720830,20.71,18,standartdan_past
Ipoteka Bank,IPO001220,2026-01,yuridik,savdo,3200554,21.49,36,standart
Ipoteka Bank,IPO001221,2025-10,jismoniy,qishloq_xoj,2640895,17.12,18,standart
Ipoteka Bank,IPO001222,2025-12,yuridik,xizmat,2179331353,31.6,18,standart
Ipoteka Bank,IPO001223,2025-12,jismoniy,qishloq_xoj,3876288,30.4,36,standart
Ipoteka Bank,IPO001224,2026-02,yuridik,qurilish,5251169445,22.19,18,standart
Ipoteka Bank,IPO001225,2026-01,jismoniy,savdo,46815869,28.51,18,standart
Ipoteka Bank,IPO001226,2026-01,jismoniy,savdo,1837923163,26.35,24,standart
Ipoteka Bank,IPO001227,2026-01,yuridik,qishloq_xoj,1102664,15.8,24,standart
Ipoteka Bank,IPO001228,2026-01,yuridik,qishloq_xoj,105363582,33.99,6,standart
Ipoteka Bank,IPO001229,2026-03,yuridik,sanoat,2845616,20.23,84,standart
Ipoteka Bank,IPO001230,2025-11,yuridik,savdo,1479793365,16.71,36,standart
Ipoteka Bank,IPO001231,2025-12,jismoniy,qurilish,2970639,21.15,18,standart
Ipoteka Bank,IPO001232,2026-02,jismoniy,qishloq_xoj,376199108,16.01,18,standart
Ipoteka Bank,IPO001233,2025-11,yuridik,xizmat,2266098806,29.69,60,standartdan_past
Ipoteka Bank,IPO001234,2025-12,jismoniy,xizmat,2713975,27.12,60,standart
Ipoteka Bank,IPO001235,2025-11,yuridik,qurilish,25572718,18.64,12,standart
Ipoteka Bank,IPO001236,2026-03,jismoniy,xizmat,7402062762,27.91,18,standart
Ipoteka Bank,IPO001237,2025-11,yuridik,qurilish,4845184,22.18,6,standart
Ipoteka Bank,IPO001238,2025-10,jismoniy,savdo,302380870,20.31,24,standart
Ipoteka Bank,IPO001239,2025-10,yuridik,sanoat,212588598,18.11,84,standart
Ipoteka Bank,IPO001240,2025-12,jismoniy,savdo,24930615,16.72,24,standart
Ipoteka Bank,IPO001241,2026-03,jismoniy,qurilish,7681884173,31.91,18,standart
Ipoteka Bank,IPO001242,2025-11,yuridik,xizmat,9017290166,21.38,36,standart
Ipoteka Bank,IPO001243,2026-02,jismoniy,qishloq_xoj,2650994,32.09,18,standart
Ipoteka Bank,IPO001244,2025-10,yuridik,qurilish,27262092,15.11,84,standart
Ipoteka Bank,IPO001245,2025-10,jismoniy,qurilish,401464638,22.71,24,standart
Ipoteka Bank,IPO001246,2026-03,yuridik,qishloq_xoj,3372439975,26.91,24,standart
Ipoteka Bank,IPO001247,2025-10,jismoniy,qurilish,1156265699,32.41,24,standart
Ipoteka Bank,IPO001248,2025-10,jismoniy,savdo,52478315,20.35,18,standart
Ipoteka Bank,IPO001249,2026-03,jismoniy,qurilish,66873459,16.28,36,standart
Ipoteka Bank,IPO001250,2026-02,jismoniy,qishloq_xoj,475012722,32.91,36,standart
Ipoteka Bank,IPO001251,2026-01,yuridik,xizmat,364905631,22.67,84,standart
Ipoteka Bank,IPO001252,2025-10,yuridik,savdo,67709483,17.91,36,umidsiz
Ipoteka Bank,IPO001253,2026-02,yuridik,qishloq_xoj,414931239,30.94,84,standart
Ipoteka Bank,IPO001254,2025-10,yuridik,qishloq_xoj,9916814408,18.85,12,standart
Ipoteka Bank,IPO001255,2026-03,yuridik,sanoat,25709265,24.09,12,standart
Ipoteka Bank,IPO001256,2026-01,jismoniy,qishloq_xoj,23047169,18.87,12,standart
Ipoteka Bank,IPO001257,2026-02,jismoniy,savdo,7543160,27.75,84,standart
Ipoteka Bank,IPO001258,2026-01,yuridik,qurilish,5730813,20.38,84,standart
Ipoteka Bank,IPO001259,2025-11,jismoniy,qishloq_xoj,5351493,28.19,24,standart
Ipoteka Bank,IPO001260,2026-01,jismoniy,xizmat,2720272,15.83,60,standart
Ipoteka Bank,IPO001261,2025-10,yuridik,qurilish,299819995,16.49,6,standart
Ipoteka Bank,IPO001262,2026-03,jismoniy,xizmat,5264867,15.57,6,standart
Ipoteka Bank,IPO001263,2026-02,yuridik,qurilish,486290502,31.71,84,standart
Ipoteka Bank,IPO001264,2025-11,yuridik,sanoat,25193619,25.83,18,standart
Ipoteka Bank,IPO001265,2025-11,yuridik,savdo,316995974,19.71,12,standart
Ipoteka Bank,IPO001266,2026-03,jismoniy,savdo,34404071,23.27,18,standart
Ipoteka Bank,IPO001267,2025-12,jismoniy,qishloq_xoj,110568657,16.32,12,standart
Ipoteka Bank,IPO001268,2026-02,yuridik,savdo,445787200,31.72,12,shubhali
Ipoteka Bank,IPO001269,2026-02,yuridik,sanoat,10439514,32.78,60,standart
Ipoteka Bank,IPO001270,2025-10,yuridik,savdo,14301714,28.29,24,standart
Ipoteka Bank,IPO001271,2026-03,yuridik,sanoat,25408866,18.58,12,standart
Ipoteka Bank,IPO001272,2025-12,jismoniy,sanoat,41435650,14.97,36,standart
Ipoteka Bank,IPO001273,2026-01,jismoniy,sanoat,263661901,28.01,12,standart
Ipoteka Bank,IPO001274,2025-12,jismoniy,qurilish,15143059,24.82,18,standart
Ipoteka Bank,IPO001275,2025-10,jismoniy,qurilish,248499937,14.45,60,standart
Ipoteka Bank,IPO001276,2026-01,yuridik,qurilish,102367452,24.46,60,standart
Ipoteka Bank,IPO001277,2026-01,jismoniy,savdo,48181624,16.57,84,standart
Ipoteka Bank,IPO001278,2026-03,yuridik,xizmat,2732648050,18.05,84,standart
Ipoteka Bank,IPO001279,2026-01,jismoniy,xizmat,16133116,20.87,18,standart
Ipoteka Bank,IPO001280,2025-12,yuridik,qurilish,3779855,24.16,6,standart
Ipoteka Bank,IPO001281,2025-10,jismoniy,savdo,20841893,31.33,84,standart
Ipoteka Bank,IPO001282,2025-10,jismoniy,savdo,3055528937,20.29,36,standart
Ipoteka Bank,IPO001283,2025-10,jismoniy,sanoat,23872434,20.27,60,standart
Ipoteka Bank,IPO001284,2025-11,jismoniy,qishloq_xoj,4183420,14.83,24,shubhali
Ipoteka Bank,IPO001285,2026-01,jismoniy,qishloq_xoj,2746341831,16.2,60,standart
Ipoteka Bank,IPO001286,2025-11,jismoniy,sanoat,3661437,21.5,36,standart
Ipoteka Bank,IPO001287,2025-12,jismoniy,xizmat,82082097,15.55,36,standart
Ipoteka Bank,IPO001288,2025-11,yuridik,savdo,2655668834,23.59,24,standart
Ipoteka Bank,IPO001289,2026-03,jismoniy,savdo,3018190114,30.43,12,standart
Ipoteka Bank,IPO001290,2025-11,yuridik,sanoat,14195519,20.78,84,standart
Ipoteka Bank,IPO001291,2026-01,yuridik,savdo,34112099,33.92,84,standart
Ipoteka Bank,IPO001292,2026-01,yuridik,qishloq_xoj,639167835,18.45,6,standart
Ipoteka Bank,IPO001293,2025-11,jismoniy,qurilish,1507219,29.64,24,standart
Ipoteka Bank,IPO001294,2026-01,jismoniy,qurilish,1125652137,22.73,36,standart
Ipoteka Bank,IPO001295,2026-03,yuridik,sanoat,480488070,33.86,24,standart
Ipoteka Bank,IPO001296,2025-12,jismoniy,xizmat,2620840,23.85,6,standart
Ipoteka Bank,IPO001297,2026-03,yuridik,savdo,5728191906,27.62,84,standart
Ipoteka Bank,IPO001298,2025-11,yuridik,sanoat,22383666,29.21,60,standart
Ipoteka Bank,IPO001299,2026-03,yuridik,savdo,50639582,29.58,6,standart
Ipoteka Bank,IPO001300,2026-03,yuridik,xizmat,901436279,21.23,12,standartdan_past
Ipoteka Bank,IPO001301,2026-02,yuridik,xizmat,2274457,25.81,36,standart
Ipoteka Bank,IPO001302,2026-02,yuridik,savdo,8741714777,15.14,84,standart
Ipoteka Bank,IPO001303,2025-12,yuridik,qurilish,740578733,31.92,12,standart
Ipoteka Bank,IPO001304,2025-11,jismoniy,qurilish,4468721930,29.47,84,standart
Ipoteka Bank,IPO001305,2026-03,yuridik,savdo,3196148,14.16,18,standart
Ipoteka Bank,IPO001306,2026-02,jismoniy,qurilish,1215312620,27.34,6,shubhali
Ipoteka Bank,IPO001307,2026-02,jismoniy,qurilish,3480302381,32.7,24,standart
Ipoteka Bank,IPO001308,2025-10,jismoniy,qurilish,5922435701,27.78,84,standartdan_past
Ipoteka Bank,IPO001309,2026-02,yuridik,xizmat,2198229234,29.12,24,standart
Ipoteka Bank,IPO001310,2025-11,yuridik,qishloq_xoj,34505601,33.56,6,standart
Ipoteka Bank,IPO001311,2025-12,yuridik,xizmat,3877802854,20.57,18,standart
Ipoteka Bank,IPO001312,2026-03,yuridik,savdo,32947651,31.28,6,standart
Ipoteka Bank,IPO001313,2025-10,yuridik,qurilish,272211809,27.78,24,standart
Ipoteka Bank,IPO001314,2025-10,yuridik,savdo,1026100,26.49,60,standart
Ipoteka Bank,IPO001315,2025-10,jismoniy,xizmat,3021051107,15.93,84,standart
Ipoteka Bank,IPO001316,2026-03,jismoniy,xizmat,1717870623,29.52,12,standart
Ipoteka Bank,IPO001317,2025-10,yuridik,savdo,680572384,29.62,36,standart
Ipoteka Bank,IPO001318,2025-11,jismoniy,qishloq_xoj,6543855767,28.53,60,standart
Ipoteka Bank,IPO001319,2025-10,yuridik,xizmat,3350130343,17.63,12,standart
Ipoteka Bank,IPO001320,2026-03,jismoniy,savdo,11356955,15.9,24,standart
Ipoteka Bank,IPO001321,2026-01,yuridik,qurilish,1002925631,26.27,36,standart
Ipoteka Bank,IPO001322,2025-12,jismoniy,sanoat,27345964,23.59,18,standart
Ipoteka Bank,IPO001323,2026-03,jismoniy,savdo,557954649,19.33,12,standart
Ipoteka Bank,IPO001324,2026-02,jismoniy,savdo,1529555513,16.42,36,standart
Ipoteka Bank,IPO001325,2025-12,yuridik,qishloq_xoj,656534071,16.89,24,shubhali
Ipoteka Bank,IPO001326,2025-12,jismoniy,savdo,81224100,24.53,18,standart
Ipoteka Bank,IPO001327,2026-02,yuridik,savdo,154220762,25.89,36,standart
Ipoteka Bank,IPO001328,2025-11,jismoniy,savdo,22437138,28.27,36,standart
Ipoteka Bank,IPO001329,2025-11,jismoniy,savdo,471876726,22.24,60,standart
Ipoteka Bank,IPO001330,2026-02,yuridik,qurilish,2673766,14.83,12,standart
Ipoteka Bank,IPO001331,2025-10,jismoniy,savdo,1394460,15.64,84,standart
Ipoteka Bank,IPO001332,2026-01,jismoniy,qishloq_xoj,2794900,25.18,36,standart
Ipoteka Bank,IPO001333,2025-10,yuridik,savdo,7138151235,15.25,84,standart
Ipoteka Bank,IPO001334,2025-11,yuridik,qurilish,1778952887,28.24,24,standart
Ipoteka Bank,IPO001335,2026-02,yuridik,qurilish,2547461,26.63,60,standart
Ipoteka Bank,IPO001336,2025-10,yuridik,savdo,21508447,16.21,12,standartdan_past
Ipoteka Bank,IPO001337,2026-01,jismoniy,qishloq_xoj,220460387,14.42,12,standart
Ipoteka Bank,IPO001338,2026-03,jismoniy,savdo,17652141,23.3,6,standart
Ipoteka Bank,IPO001339,2026-02,yuridik,qishloq_xoj,41365293,30.92,84,standart
Ipoteka Bank,IPO001340,2026-02,yuridik,qurilish,51212446,15.39,6,standart
Ipoteka Bank,IPO001341,2026-01,yuridik,sanoat,116090310,31.88,60,standart
Ipoteka Bank,IPO001342,2025-11,jismoniy,savdo,78522702,16.48,60,standart
Ipoteka Bank,IPO001343,2025-10,jismoniy,sanoat,1316923,20.62,12,standart
Ipoteka Bank,IPO001344,2026-01,yuridik,qishloq_xoj,26101221,24.66,12,standart
Ipoteka Bank,IPO001345,2026-02,jismoniy,sanoat,1970001,21.25,84,standart
Ipoteka Bank,IPO001346,2026-03,jismoniy,savdo,1052529,32.2,6,standart
Ipoteka Bank,IPO001347,2026-02,yuridik,savdo,1731390624,16.54,60,standart
Ipoteka Bank,IPO001348,2026-01,yuridik,sanoat,2286314509,22.63,36,standartdan_past
Ipoteka Bank,IPO001349,2025-10,yuridik,qishloq_xoj,3538600,29.03,18,standartdan_past
Ipoteka Bank,IPO001350,2025-11,yuridik,qishloq_xoj,65599931,24.49,24,standart
Ipoteka Bank,IPO001351,2026-02,yuridik,sanoat,64696285,20.11,6,standart
Ipoteka Bank,IPO001352,2026-03,jismoniy,qurilish,452924327,32.7,36,standart
Ipoteka Bank,IPO001353,2025-12,yuridik,savdo,229287043,29.09,60,shubhali
Ipoteka Bank,IPO001354,2026-01,yuridik,sanoat,5464649321,20.55,36,standart
Ipoteka Bank,IPO001355,2026-03,jismoniy,xizmat,25903186,14.24,24,standartdan_past
Ipoteka Bank,IPO001356,2026-02,yuridik,sanoat,6806922668,21.36,6,standart
Ipoteka Bank,IPO001357,2025-11,jismoniy,qurilish,1522195,24.42,84,standartdan_past
Ipoteka Bank,IPO001358,2026-01,yuridik,qurilish,2339754,17.07,12,standart
Ipoteka Bank,IPO001359,2026-03,yuridik,xizmat,3166400143,26.45,6,standartdan_past
Ipoteka Bank,IPO001360,2026-01,yuridik,qishloq_xoj,9829338,18.26,36,standart
Ipoteka Bank,IPO001361,2026-03,jismoniy,qurilish,21318876,31.83,36,standart
Ipoteka Bank,IPO001362,2025-10,yuridik,savdo,3614342949,28.52,60,standart
Ipoteka Bank,IPO001363,2025-11,jismoniy,xizmat,13935870,30.39,18,standart
Ipoteka Bank,IPO001364,2026-01,yuridik,qishloq_xoj,84166291,28.68,6,standart
Ipoteka Bank,IPO001365,2025-12,jismoniy,sanoat,6153730,27.56,18,standartdan_past
Ipoteka Bank,IPO001366,2026-03,yuridik,qurilish,5472658,24.53,24,standart
Ipoteka Bank,IPO001367,2025-10,jismoniy,xizmat,1461508,16.17,24,standart
Ipoteka Bank,IPO001368,2025-12,jismoniy,savdo,2098515,31.65,60,standart
Ipoteka Bank,IPO001369,2026-01,jismoniy,qishloq_xoj,2090608,20.53,6,standart
Ipoteka Bank,IPO001370,2026-01,jismoniy,xizmat,9488700,15.55,24,standart
Ipoteka Bank,IPO001371,2025-11,yuridik,sanoat,6195088,24.39,6,standart
Ipoteka Bank,IPO001372,2025-10,jismoniy,sanoat,44125698,24.24,18,standart
Ipoteka Bank,IPO001373,2026-03,jismoniy,qishloq_xoj,59542853,28.76,12,standart
Ipoteka Bank,IPO001374,2026-02,yuridik,xizmat,933020152,20.41,12,standart
Ipoteka Bank,IPO001375,2025-10,yuridik,savdo,5479402,23.92,18,standart
Ipoteka Bank,IPO001376,2025-10,jismoniy,savdo,4729652,29.76,84,standart
Ipoteka Bank,IPO001377,2025-10,jismoniy,xizmat,58453392,14.45,18,standart
Ipoteka Bank,IPO001378,2026-03,jismoniy,savdo,1067706065,23.83,18,standart
Ipoteka Bank,IPO001379,2026-03,yuridik,xizmat,6878817,17.7,6,standart
Ipoteka Bank,IPO001380,2025-11,yuridik,qishloq_xoj,2804753049,28.13,36,standart
Ipoteka Bank,IPO001381,2025-11,jismoniy,sanoat,290151904,31.34,6,standart
Ipoteka Bank,IPO001382,2025-12,jismoniy,xizmat,32553969,17.23,18,standart
Ipoteka Bank,IPO001383,2026-01,jismoniy,qurilish,3099864496,17.04,6,standart
Ipoteka Bank,IPO001384,2025-12,jismoniy,savdo,1835724,26.4,24,standart
Ipoteka Bank,IPO001385,2025-12,jismoniy,sanoat,1665562,17.44,12,standart
Ipoteka Bank,IPO001386,2026-03,yuridik,sanoat,5652998202,22.56,6,shubhali
Ipoteka Bank,IPO001387,2025-10,yuridik,sanoat,81227434,25.05,6,standart
Ipoteka Bank,IPO001388,2025-12,jismoniy,sanoat,2748947,25.48,84,standart
Ipoteka Bank,IPO001389,2026-01,yuridik,savdo,129068543,29.69,18,standart
Ipoteka Bank,IPO001390,2026-02,yuridik,qurilish,7510794126,17.29,6,standart
Ipoteka Bank,IPO001391,2026-02,yuridik,sanoat,674957845,18.36,84,standart
Ipoteka Bank,IPO001392,2025-10,yuridik,qishloq_xoj,10336524,32.44,12,standart
Ipoteka Bank,IPO001393,2026-01,yuridik,qurilish,39387144,28.68,18,standartdan_past
Ipoteka Bank,IPO001394,2026-02,jismoniy,xizmat,4486579853,32.36,60,standart
Ipoteka Bank,IPO001395,2026-01,jismoniy,savdo,411963592,15.71,84,shubhali
Ipoteka Bank,IPO001396,2025-10,jismoniy,qurilish,33207244,26.5,84,standart
Ipoteka Bank,IPO001397,2025-11,yuridik,xizmat,1821603,32.65,36,standart
Ipoteka Bank,IPO001398,2026-01,jismoniy,qurilish,374937981,27.41,18,standart
Ipoteka Bank,IPO001399,2025-12,jismoniy,qishloq_xoj,19902973,17.32,12,standartdan_past
Ipoteka Bank,IPO001400,2025-12,jismoniy,qishloq_xoj,744732096,19.61,18,standart
Ipoteka Bank,IPO001401,2025-10,jismoniy,qishloq_xoj,1151819544,23.79,18,standartdan_past
Ipoteka Bank,IPO001402,2026-03,yuridik,qishloq_xoj,18195411,25.39,18,standart
Ipoteka Bank,IPO001403,2025-12,yuridik,qurilish,1837501,25.14,6,standart
Ipoteka Bank,IPO001404,2025-10,jismoniy,sanoat,120436134,22.31,84,shubhali
Ipoteka Bank,IPO001405,2026-01,yuridik,qurilish,48875949,19.71,12,standart
Ipoteka Bank,IPO001406,2026-03,jismoniy,qishloq_xoj,1393120154,16.37,18,standart
Ipoteka Bank,IPO001407,2026-02,yuridik,sanoat,14264529,18.44,18,standart
Ipoteka Bank,IPO001408,2025-10,jismoniy,qishloq_xoj,1046500,28.17,24,standart
Ipoteka Bank,IPO001409,2026-01,jismoniy,qishloq_xoj,1122304520,19.66,6,standart
Ipoteka Bank,IPO001410,2025-12,jismoniy,sanoat,2009905,14.91,18,standart
Ipoteka Bank,IPO001411,2026-03,jismoniy,qurilish,164001283,15.92,6,standart
Ipoteka Bank,IPO001412,2026-02,jismoniy,sanoat,6651038649,32.15,18,standart
Ipoteka Bank,IPO001413,2026-03,yuridik,xizmat,104517000,15.4,12,standart
Ipoteka Bank,IPO001414,2025-10,jismoniy,sanoat,2801449342,18.22,24,standart
Ipoteka Bank,IPO001415,2025-12,jismoniy,xizmat,3559816169,21.54,24,standart
Ipoteka Bank,IPO001416,2025-10,jismoniy,sanoat,3730720,24.7,60,standart
Ipoteka Bank,IPO001417,2026-03,yuridik,savdo,476631917,30.53,24,standart
Ipoteka Bank,IPO001418,2026-01,yuridik,qishloq_xoj,536954029,16.12,12,standart
Ipoteka Bank,IPO001419,2026-01,yuridik,sanoat,1840987633,28.71,18,standart
Ipoteka Bank,IPO001420,2026-03,jismoniy,sanoat,7357737,25.32,24,standart
Ipoteka Bank,IPO001421,2026-01,yuridik,qishloq_xoj,3495845,33.38,36,standart
Ipoteka Bank,IPO001422,2025-11,yuridik,savdo,452631044,29.87,12,standartdan_past
Ipoteka Bank,IPO001423,2025-10,jismoniy,sanoat,1081932587,25.98,84,standartdan_past
Ipoteka Bank,IPO001424,2026-03,jismoniy,qurilish,271441505,17.29,6,standart
Ipoteka Bank,IPO001425,2025-12,jismoniy,savdo,280168249,21.76,36,standart
Ipoteka Bank,IPO001426,2025-10,yuridik,sanoat,19046785,27.47,18,standart
Ipoteka Bank,IPO001427,2025-10,yuridik,sanoat,6795637029,16.5,24,standart
Ipoteka Bank,IPO001428,2025-11,yuridik,savdo,741492832,17.18,6,standart
Ipoteka Bank,IPO001429,2026-02,yuridik,xizmat,132716568,30.66,60,standartdan_past
Ipoteka Bank,IPO001430,2026-01,yuridik,savdo,403040236,18.34,12,standart
Ipoteka Bank,IPO001431,2026-03,yuridik,qurilish,156514878,28.43,18,standart
Ipoteka Bank,IPO001432,2026-02,yuridik,qishloq_xoj,2247172694,19.36,24,standart
Ipoteka Bank,IPO001433,2025-10,yuridik,savdo,9999345,20.92,84,standart
Ipoteka Bank,IPO001434,2026-03,yuridik,savdo,5629631,15.69,12,standart
Ipoteka Bank,IPO001435,2025-11,jismoniy,qishloq_xoj,981954472,32.32,24,standart
Ipoteka Bank,IPO001436,2025-10,yuridik,qishloq_xoj,1201016,27.95,84,standart
Ipoteka Bank,IPO001437,2025-11,jismoniy,xizmat,73177387,31.15,18,standart
Ipoteka Bank,IPO001438,2026-03,yuridik,qurilish,4521683,22.55,84,standartdan_past
Ipoteka Bank,IPO001439,2025-12,jismoniy,savdo,298209747,17.39,60,standart
Ipoteka Bank,IPO001440,2025-12,jismoniy,xizmat,1029799719,15.04,6,standart
Ipoteka Bank,IPO001441,2026-03,jismoniy,qurilish,545032224,33.27,84,standart
Ipoteka Bank,IPO001442,2026-01,yuridik,savdo,623779237,26.65,6,standart
Ipoteka Bank,IPO001443,2025-12,yuridik,savdo,133343619,22.63,6,standart
Ipoteka Bank,IPO001444,2025-11,jismoniy,qurilish,48005110,15.33,18,standart
Ipoteka Bank,IPO001445,2026-03,yuridik,savdo,884553096,32.57,24,standart
Ipoteka Bank,IPO001446,2026-02,jismoniy,sanoat,97315556,18.12,6,standart
Ipoteka Bank,IPO001447,2026-03,yuridik,savdo,3686764,24.81,12,standart
Ipoteka Bank,IPO001448,2026-01,jismoniy,qishloq_xoj,41830609,18.15,36,standartdan_past
Ipoteka Bank,IPO001449,2026-03,jismoniy,sanoat,1091734,14.72,6,standart
Ipoteka Bank,IPO001450,2026-01,jismoniy,xizmat,30936969,32.99,24,standart
Ipoteka Bank,IPO001451,2025-10,jismoniy,xizmat,6291428678,33.69,18,standart
Ipoteka Bank,IPO001452,2025-12,yuridik,qishloq_xoj,101943434,14.71,36,standart
Ipoteka Bank,IPO001453,2025-12,yuridik,xizmat,88943590,24.46,36,standart
Ipoteka Bank,IPO001454,2026-02,jismoniy,xizmat,53118559,32.93,24,standart
Ipoteka Bank,IPO001455,2025-10,yuridik,qishloq_xoj,21816228,17.99,60,standart
Ipoteka Bank,IPO001456,2026-03,yuridik,savdo,3601902,21.11,6,standart
Ipoteka Bank,IPO001457,2026-01,jismoniy,sanoat,1208827495,26.93,60,standart
Ipoteka Bank,IPO001458,2026-02,jismoniy,qurilish,458393154,23.18,36,standart
Ipoteka Bank,IPO001459,2025-10,yuridik,sanoat,443882068,28.24,36,standart
Ipoteka Bank,IPO001460,2026-01,jismoniy,savdo,2152996,30.07,24,standart
Ipoteka Bank,IPO001461,2026-03,yuridik,qishloq_xoj,4337076652,21.0,60,standart
Ipoteka Bank,IPO001462,2025-10,yuridik,qurilish,10377094,32.46,6,standart
Ipoteka Bank,IPO001463,2026-01,yuridik,savdo,9565138782,14.87,84,standart
Ipoteka Bank,IPO001464,2025-12,jismoniy,qurilish,3325092,18.11,18,shubhali
Ipoteka Bank,IPO001465,2025-10,jismoniy,sanoat,256938494,32.71,60,standart
Ipoteka Bank,IPO001466,2025-11,jismoniy,qishloq_xoj,4671656752,25.37,6,standart
Ipoteka Bank,IPO001467,2026-03,jismoniy,savdo,26396018,22.92,84,standart
Ipoteka Bank,IPO001468,2026-02,jismoniy,qishloq_xoj,58326915,17.53,36,standart
Ipoteka Bank,IPO001469,2025-10,jismoniy,xizmat,340497348,27.73,6,standart
Ipoteka Bank,IPO001470,2025-11,yuridik,sanoat,1460270993,33.03,84,standart
Ipoteka Bank,IPO001471,2026-02,yuridik,qishloq_xoj,23096116,15.2,6,standart
Ipoteka Bank,IPO001472,2026-02,jismoniy,xizmat,201804577,20.0,84,standart
Ipoteka Bank,IPO001473,2026-03,yuridik,qurilish,2090514,33.07,24,standart
Ipoteka Bank,IPO001474,2025-10,yuridik,qishloq_xoj,1429467,15.01,24,standart
Ipoteka Bank,IPO001475,2026-02,yuridik,qishloq_xoj,272459053,15.45,6,standart
Ipoteka Bank,IPO001476,2026-03,jismoniy,qishloq_xoj,596998225,24.97,24,standart
Ipoteka Bank,IPO001477,2026-03,yuridik,xizmat,3255521,29.65,18,standart
Ipoteka Bank,IPO001478,2026-02,yuridik,sanoat,8815761253,20.6,12,standart
Ipoteka Bank,IPO001479,2025-11,jismoniy,savdo,3104034,28.17,12,standart
Ipoteka Bank,IPO001480,2025-12,jismoniy,sanoat,155334205,23.68,24,standart
Ipoteka Bank,IPO001481,2025-12,yuridik,qishloq_xoj,8475126,18.92,12,standart
Ipoteka Bank,IPO001482,2026-01,yuridik,savdo,1359700263,17.41,12,standart
Ipoteka Bank,IPO001483,2025-10,jismoniy,sanoat,14002723,33.98,84,standart
